n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;#;English(en)                        | (2nd row after this ingame);Bulgarian(bg)
;~;;;;;;;;dru;;;В этом виноваты боги.;
;~;;;;;;;;war;;;Боги? Но боги же… помогают нам.;
;~;;;;;;;;dru;;;Всякое существо помогает лишь самому себе.;
;~;;;;;;;;dru;;;Лучше усвой это, пока не стало дорого.;
;wardru_M_0003;kill_VampireLord;talk_war,talk_dru;war,dru;conv;3;wardru_conv;FALSE;war;;;Всё было бы иначе, Лиф. Сейчас всё по-другому.;
;~;;;;;;;;dru;;;И всё же ты прошла сквозь древние чертоги, созданные из духов фьорда.;
;~;;;;;;;;war;;;Это дело драконов. Теперь их всех нет. Остались лишь дрейки…;
;~;;;;;;;;dru;;;Козёл отпущения всегда найдётся. Но раб служил своему господину.;
;~;;;;;;;;dru;;;Лучше гляди в оба.;
;~;;;;;;;;dru;;;А то станешь пешкой в играх богов, как твои предки, горец.;
;randru_M_0001;;talk_ran,talk_dru;ran,dru;conv;1;randru_conv;FALSE;dru;;;Прочь с дороги, или я выпущу тебе кишки!;
;~;;;;;;;;ran;;;Должны же быть способы убить кого-то <i>поаккуратнее</i>.;
;~;;;;;;;;ran;;;Впрочем, судя по твоим волосам, о таком понятии ты вряд ли слышала.;
;~;;;;;;;;dru;;;Надеюсь, ты истекаешь красной кровью — она красиво украсит снег!;
;~;;;;;;;;ran;;;Т-только не бросайся на меня своими <b>ржавыми</b> когтями...;
;~;;;;;;;;ran;;;Позволь мгновение объяснить, что я вообще-то на твоей стороне.;
;~;;;;;;;;@fade;;;;
;~;;;;;;;;ran;;;Так что возьми песочные часы и утоли эту жажду безумия в Подземном мире, пожалуйста.;
;randru_M_0002;;talk_ran,talk_dru;ran,dru;conv;2;randru_conv;FALSE;ran;;;Я так и не узнал твоё имя.;
;~;;;;;;;;ran;;;Полагаю, это и минимум, и максимум того, что я хотел бы о тебе знать.;
;~;;;;;;;;dru;;;Я Лиф.;
;~;;;;;;;;ran;;;Я Лориэн. На этом разговор окончен.;
;~;;;;;;;;dru;;;Восхитительно.;
;randru_S_0001;;talk_ran,talk_dru;ran,dru;conv;1001;randru_conv;FALSE;ran;;;Хочешь поболтать? Иди к Меррис.;
;~;;;;;;;;dru;;;Кто сказал, что я собираюсь тратить на тебя слова?;
;~;;;;;;;;ran;;;О да, такие духи было бы страшной расточительностью!;
;randru_S_0002;;talk_ran,talk_dru;ran,dru;conv;1002;randru_conv;FALSE;dru;;;Какие-то проблемы, охотник?;
;~;;;;;;;;ran;;;Извини за гримасу. Это естественная реакция на твой... скажем так... облик в целом.;
;~;;;;;;;;dru;;;Что, из дома не выходил, городской неженка?;
;randru_S_0003;;talk_ran,talk_dru;ran,dru;conv;1003;randru_conv;FALSE;ran;;;Просто к сведению, Лиф: в болоте не положено купаться.;
;~;;;;;;;;dru;;;О, покупался ты ещё. Пара дней в джунглях, принц.;
;~;;;;;;;;dru;;;После этого ты очень быстро притихнешь.;
;randru_S_0004;;talk_ran,talk_dru;ran,dru;conv;1004;randru_conv;FALSE;ran;;;Знай, Лиф, я немало повидал в своих странствиях.;
;~;;;;;;;;ran;;;В дороге нет нужды перенимать гигиену дикого кабана.;
;~;;;;;;;;dru;;;Дорога — это не лес, принц.;
;randruA_S_0001;last_run_fail;talk_ran,talk_dru;ran;conv;1007;randru_conv;FALSE;ran;;;Хм, похоже, дикая ярость особо не помогла против легионов Смерти.;
;~;;;;;;;;ran;;;Какой от неё тогда толк?;
;~;;;;;;;;dru;;;Если ты намекаешь, что мне надо помыться, так я уже мылась.;
;~;;;;;;;;ran;;;Кувыркание в снегу — это не купание.;
;pcsnow_25_M_0001;;talk_snow;pc;conv;1;pcsnow_conv;FALSE;snow;;;Хо-хо-хо! Приветствую, герой, и счастливого Снежного Дозора!;
;~;;;;;;;;snow;;;Слухи о твоём походе расходятся по всем Кругам. Мы, боги помельче, внимательно за тобой следим!;
;~;;;;;;;;snow;;;В этом году вы хорошо себя вели, так что я позволил себе украсить ваш новый дом!;
;~;;;;;;;;snow;;;Ну что ж! Прощай и удачи тебе!;
;~;;;;;;;;snow;;;И не забудь заглянуть под Дерево Снежного Дозора!;
